NUMBER	SONGS	ARTISTS
1	515
2	94
3	23
4	13
5	12
6	7	Elvis Presley,Frank Sinatra,Madonna,Marvin Gaye,Prince,The Beach Boys,The Kinks
7	0
8	2	Randy Newman,The Rolling Stones
9	1	David Bowie
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1	The Beatles
20	0
21	0
22	0
23	0
24	1	Bob Dylan
